"LEM_ADAMSS"

"Time      "	".rama_wahacz_P.Element_Force.X"	".rama_wahacz_P.Element_Force.Y"	".rama_wahacz_L.Element_Force.X"	".rama_wahacz_L.Element_Force.Y"	".link_wahacz.Element_Force.X"	".link_wahacz.Element_Force.Y"
7.387500e+00	-3.592465e+03	-1.588852e+02	-3.600621e+03	-1.592489e+02	6.837660e+03	1.703057e+03
7.395000e+00	-3.597568e+03	-1.587456e+02	-3.605735e+03	-1.591091e+02	6.847379e+03	1.704201e+03
7.402500e+00	-3.602673e+03	-1.586054e+02	-3.610851e+03	-1.589685e+02	6.857101e+03	1.705343e+03
7.410000e+00	-3.607778e+03	-1.584645e+02	-3.615969e+03	-1.588272e+02	6.866826e+03	1.706484e+03
7.417500e+00	-3.612886e+03	-1.583228e+02	-3.621088e+03	-1.586853e+02	6.876554e+03	1.707624e+03
7.425000e+00	-3.617994e+03	-1.581805e+02	-3.626208e+03	-1.585426e+02	6.886284e+03	1.708762e+03
7.432500e+00	-3.623104e+03	-1.580374e+02	-3.631329e+03	-1.583992e+02	6.896018e+03	1.709899e+03
7.440000e+00	-3.628215e+03	-1.578936e+02	-3.636452e+03	-1.582551e+02	6.905754e+03	1.711034e+03
7.447500e+00	-3.633327e+03	-1.577492e+02	-3.641576e+03	-1.581104e+02	6.915493e+03	1.712168e+03
7.455000e+00	-3.638441e+03	-1.576041e+02	-3.646701e+03	-1.579649e+02	6.925235e+03	1.713301e+03
7.462500e+00	-3.643556e+03	-1.574582e+02	-3.651828e+03	-1.578187e+02	6.934980e+03	1.714433e+03
7.470000e+00	-3.648673e+03	-1.573117e+02	-3.656956e+03	-1.576719e+02	6.944727e+03	1.715563e+03
7.477500e+00	-3.653790e+03	-1.571645e+02	-3.662085e+03	-1.575243e+02	6.954477e+03	1.716691e+03
7.485000e+00	-3.658909e+03	-1.570166e+02	-3.667216e+03	-1.573761e+02	6.964230e+03	1.717819e+03
7.492500e+00	-3.664029e+03	-1.568680e+02	-3.672347e+03	-1.572272e+02	6.973986e+03	1.718945e+03
7.500000e+00	-3.669151e+03	-1.567187e+02	-3.677480e+03	-1.570776e+02	6.983744e+03	1.720069e+03
7.507500e+00	-3.674273e+03	-1.565688e+02	-3.682615e+03	-1.569273e+02	6.993505e+03	1.721193e+03
7.515000e+00	-3.679397e+03	-1.564182e+02	-3.687750e+03	-1.567763e+02	7.003269e+03	1.722315e+03
7.522500e+00	-3.684522e+03	-1.562669e+02	-3.692887e+03	-1.566247e+02	7.013035e+03	1.723435e+03
7.530000e+00	-3.689649e+03	-1.561149e+02	-3.698025e+03	-1.564724e+02	7.022804e+03	1.724555e+03
7.537500e+00	-3.694776e+03	-1.559623e+02	-3.703164e+03	-1.563194e+02	7.032575e+03	1.725673e+03
7.545000e+00	-3.699905e+03	-1.558090e+02	-3.708304e+03	-1.561658e+02	7.042350e+03	1.726789e+03
7.552500e+00	-3.705035e+03	-1.556550e+02	-3.713446e+03	-1.560114e+02	7.052126e+03	1.727905e+03
7.560000e+00	-3.710166e+03	-1.555004e+02	-3.718589e+03	-1.558564e+02	7.061906e+03	1.729019e+03
7.567500e+00	-3.715298e+03	-1.553451e+02	-3.723733e+03	-1.557008e+02	7.071688e+03	1.730132e+03
7.575000e+00	-3.720432e+03	-1.551891e+02	-3.728878e+03	-1.555445e+02	7.081472e+03	1.731243e+03
7.582500e+00	-3.725567e+03	-1.550325e+02	-3.734025e+03	-1.553875e+02	7.091259e+03	1.732354e+03
7.590000e+00	-3.730703e+03	-1.548753e+02	-3.739172e+03	-1.552299e+02	7.101049e+03	1.733463e+03
7.597500e+00	-3.735840e+03	-1.547173e+02	-3.744321e+03	-1.550716e+02	7.110841e+03	1.734570e+03
7.605000e+00	-3.740978e+03	-1.545588e+02	-3.749471e+03	-1.549127e+02	7.120635e+03	1.735677e+03
7.612500e+00	-3.746117e+03	-1.543995e+02	-3.754622e+03	-1.547531e+02	7.130432e+03	1.736782e+03
7.620000e+00	-3.751258e+03	-1.542397e+02	-3.759774e+03	-1.545929e+02	7.140232e+03	1.737886e+03
7.627500e+00	-3.756399e+03	-1.540792e+02	-3.764927e+03	-1.544320e+02	7.150034e+03	1.738988e+03
7.635000e+00	-3.761542e+03	-1.539180e+02	-3.770081e+03	-1.542705e+02	7.159838e+03	1.740090e+03
7.642500e+00	-3.766686e+03	-1.537562e+02	-3.775237e+03	-1.541083e+02	7.169645e+03	1.741190e+03
7.650000e+00	-3.771831e+03	-1.535938e+02	-3.780394e+03	-1.539455e+02	7.179454e+03	1.742289e+03
7.657500e+00	-3.776977e+03	-1.534307e+02	-3.785551e+03	-1.537821e+02	7.189266e+03	1.743386e+03
7.665000e+00	-3.782124e+03	-1.532670e+02	-3.790710e+03	-1.536180e+02	7.199080e+03	1.744483e+03
7.672500e+00	-3.787272e+03	-1.531027e+02	-3.795870e+03	-1.534533e+02	7.208896e+03	1.745578e+03
7.680000e+00	-3.792421e+03	-1.529377e+02	-3.801031e+03	-1.532879e+02	7.218715e+03	1.746672e+03
7.687500e+00	-3.797572e+03	-1.527721e+02	-3.806193e+03	-1.531220e+02	7.228536e+03	1.747765e+03
7.695000e+00	-3.802723e+03	-1.526059e+02	-3.811356e+03	-1.529554e+02	7.238359e+03	1.748856e+03
7.702500e+00	-3.807876e+03	-1.524390e+02	-3.816520e+03	-1.527881e+02	7.248185e+03	1.749947e+03
7.710000e+00	-3.813029e+03	-1.522716e+02	-3.821686e+03	-1.526203e+02	7.258013e+03	1.751036e+03
7.717500e+00	-3.818184e+03	-1.521035e+02	-3.826852e+03	-1.524518e+02	7.267843e+03	1.752123e+03
7.725000e+00	-3.823340e+03	-1.519348e+02	-3.832019e+03	-1.522828e+02	7.277675e+03	1.753210e+03
7.732500e+00	-3.828496e+03	-1.517655e+02	-3.837188e+03	-1.521131e+02	7.287510e+03	1.754296e+03
7.740000e+00	-3.833654e+03	-1.515955e+02	-3.842357e+03	-1.519427e+02	7.297347e+03	1.755380e+03
7.747500e+00	-3.838813e+03	-1.514250e+02	-3.847528e+03	-1.517718e+02	7.307186e+03	1.756463e+03
7.755000e+00	-3.843972e+03	-1.512539e+02	-3.852699e+03	-1.516003e+02	7.317028e+03	1.757545e+03
7.762500e+00	-3.849133e+03	-1.510821e+02	-3.857872e+03	-1.514281e+02	7.326871e+03	1.758626e+03
7.770000e+00	-3.854295e+03	-1.509097e+02	-3.863045e+03	-1.512554e+02	7.336717e+03	1.759705e+03
7.777500e+00	-3.859458e+03	-1.507368e+02	-3.868219e+03	-1.510820e+02	7.346565e+03	1.760784e+03
7.785000e+00	-3.864621e+03	-1.505632e+02	-3.873395e+03	-1.509081e+02	7.356415e+03	1.761861e+03
7.792500e+00	-3.869786e+03	-1.503891e+02	-3.878571e+03	-1.507335e+02	7.366267e+03	1.762937e+03
7.800000e+00	-3.874952e+03	-1.502143e+02	-3.883749e+03	-1.505584e+02	7.376122e+03	1.764012e+03
7.807500e+00	-3.880118e+03	-1.500390e+02	-3.888927e+03	-1.503826e+02	7.385978e+03	1.765085e+03
7.815000e+00	-3.885286e+03	-1.498630e+02	-3.894106e+03	-1.502063e+02	7.395837e+03	1.766158e+03
7.822500e+00	-3.890455e+03	-1.496865e+02	-3.899287e+03	-1.500294e+02	7.405698e+03	1.767229e+03
7.830000e+00	-3.895624e+03	-1.495094e+02	-3.904468e+03	-1.498518e+02	7.415561e+03	1.768300e+03
7.837500e+00	-3.900794e+03	-1.493317e+02	-3.909650e+03	-1.496737e+02	7.425425e+03	1.769369e+03
7.845000e+00	-3.905966e+03	-1.491534e+02	-3.914833e+03	-1.494950e+02	7.435292e+03	1.770437e+03
7.852500e+00	-3.911138e+03	-1.489745e+02	-3.920017e+03	-1.493158e+02	7.445161e+03	1.771504e+03
7.860000e+00	-3.916311e+03	-1.487951e+02	-3.925202e+03	-1.491359e+02	7.455032e+03	1.772569e+03
7.867500e+00	-3.921486e+03	-1.486150e+02	-3.930388e+03	-1.489555e+02	7.464905e+03	1.773634e+03
7.875000e+00	-3.926661e+03	-1.484344e+02	-3.935575e+03	-1.487745e+02	7.474780e+03	1.774697e+03
7.882500e+00	-3.931837e+03	-1.482533e+02	-3.940763e+03	-1.485929e+02	7.484657e+03	1.775760e+03
7.890000e+00	-3.937013e+03	-1.480715e+02	-3.945951e+03	-1.484107e+02	7.494536e+03	1.776821e+03
7.897500e+00	-3.942191e+03	-1.478892e+02	-3.951141e+03	-1.482280e+02	7.504417e+03	1.777881e+03
7.905000e+00	-3.947370e+03	-1.477063e+02	-3.956331e+03	-1.480447e+02	7.514300e+03	1.778940e+03
7.912500e+00	-3.952549e+03	-1.475229e+02	-3.961522e+03	-1.478608e+02	7.524185e+03	1.779998e+03
7.920000e+00	-3.957730e+03	-1.473389e+02	-3.966714e+03	-1.476764e+02	7.534072e+03	1.781055e+03
7.927500e+00	-3.962911e+03	-1.471543e+02	-3.971907e+03	-1.474914e+02	7.543961e+03	1.782111e+03
7.935000e+00	-3.968093e+03	-1.469692e+02	-3.977101e+03	-1.473059e+02	7.553851e+03	1.783166e+03
7.942500e+00	-3.973276e+03	-1.467835e+02	-3.982296e+03	-1.471197e+02	7.563744e+03	1.784219e+03
7.950000e+00	-3.978460e+03	-1.465972e+02	-3.987492e+03	-1.469331e+02	7.573638e+03	1.785272e+03
7.957500e+00	-3.983644e+03	-1.464104e+02	-3.992688e+03	-1.467459e+02	7.583535e+03	1.786323e+03
7.965000e+00	-3.988830e+03	-1.462231e+02	-3.997885e+03	-1.465581e+02	7.593433e+03	1.787374e+03
7.972500e+00	-3.994016e+03	-1.460352e+02	-4.003083e+03	-1.463698e+02	7.603333e+03	1.788423e+03
7.980000e+00	-3.999203e+03	-1.458467e+02	-4.008282e+03	-1.461809e+02	7.613235e+03	1.789471e+03
7.987500e+00	-4.004391e+03	-1.456577e+02	-4.013482e+03	-1.459915e+02	7.623138e+03	1.790519e+03
7.995000e+00	-4.009580e+03	-1.454682e+02	-4.018683e+03	-1.458015e+02	7.633044e+03	1.791565e+03
8.002500e+00	-4.014770e+03	-1.452781e+02	-4.023884e+03	-1.456110e+02	7.642951e+03	1.792610e+03
8.010000e+00	-4.019960e+03	-1.450875e+02	-4.029086e+03	-1.454200e+02	7.652860e+03	1.793654e+03
8.017500e+00	-4.025151e+03	-1.448964e+02	-4.034289e+03	-1.452284e+02	7.662771e+03	1.794697e+03
8.025000e+00	-4.030343e+03	-1.447047e+02	-4.039493e+03	-1.450363e+02	7.672683e+03	1.795739e+03
8.032500e+00	-4.035536e+03	-1.445125e+02	-4.044697e+03	-1.448436e+02	7.682598e+03	1.796780e+03
8.040000e+00	-4.040730e+03	-1.443197e+02	-4.049903e+03	-1.446504e+02	7.692514e+03	1.797820e+03
8.047500e+00	-4.045924e+03	-1.441265e+02	-4.055109e+03	-1.444567e+02	7.702432e+03	1.798859e+03
8.055000e+00	-4.051119e+03	-1.439326e+02	-4.060316e+03	-1.442624e+02	7.712351e+03	1.799897e+03
8.062500e+00	-4.056315e+03	-1.437383e+02	-4.065523e+03	-1.440677e+02	7.722273e+03	1.800933e+03
8.070000e+00	-4.061511e+03	-1.435435e+02	-4.070732e+03	-1.438724e+02	7.732195e+03	1.801969e+03
8.077500e+00	-4.066709e+03	-1.433481e+02	-4.075941e+03	-1.436766e+02	7.742120e+03	1.803004e+03
8.085000e+00	-4.071907e+03	-1.431522e+02	-4.081151e+03	-1.434802e+02	7.752046e+03	1.804038e+03
8.092500e+00	-4.077106e+03	-1.429558e+02	-4.086362e+03	-1.432834e+02	7.761974e+03	1.805071e+03
8.100000e+00	-4.082305e+03	-1.427588e+02	-4.091573e+03	-1.430860e+02	7.771904e+03	1.806103e+03
8.107500e+00	-4.087506e+03	-1.425614e+02	-4.096785e+03	-1.428881e+02	7.781835e+03	1.807133e+03
8.115000e+00	-4.092707e+03	-1.423634e+02	-4.101998e+03	-1.426897e+02	7.791768e+03	1.808163e+03
8.122500e+00	-4.097908e+03	-1.421650e+02	-4.107212e+03	-1.424908e+02	7.801703e+03	1.809192e+03
8.130000e+00	-4.103111e+03	-1.419660e+02	-4.112426e+03	-1.422913e+02	7.811639e+03	1.810220e+03
8.137500e+00	-4.108314e+03	-1.417665e+02	-4.117641e+03	-1.420914e+02	7.821577e+03	1.811247e+03
8.145000e+00	-4.113518e+03	-1.415665e+02	-4.122857e+03	-1.418910e+02	7.831516e+03	1.812273e+03
8.152500e+00	-4.118723e+03	-1.413661e+02	-4.128073e+03	-1.416900e+02	7.841457e+03	1.813298e+03
8.160000e+00	-4.123928e+03	-1.411651e+02	-4.133290e+03	-1.414886e+02	7.851399e+03	1.814322e+03
8.167500e+00	-4.129134e+03	-1.409636e+02	-4.138508e+03	-1.412866e+02	7.861344e+03	1.815345e+03
8.175000e+00	-4.134341e+03	-1.407616e+02	-4.143727e+03	-1.410842e+02	7.871289e+03	1.816367e+03
8.182500e+00	-4.139548e+03	-1.405591e+02	-4.148946e+03	-1.408813e+02	7.881236e+03	1.817388e+03
8.190000e+00	-4.144756e+03	-1.403562e+02	-4.154166e+03	-1.406778e+02	7.891185e+03	1.818408e+03
8.197500e+00	-4.149965e+03	-1.401527e+02	-4.159386e+03	-1.404739e+02	7.901135e+03	1.819427e+03
8.205000e+00	-4.155174e+03	-1.399487e+02	-4.164607e+03	-1.402695e+02	7.911087e+03	1.820446e+03
8.212500e+00	-4.160384e+03	-1.397443e+02	-4.169829e+03	-1.400646e+02	7.921040e+03	1.821463e+03
8.220000e+00	-4.165595e+03	-1.395394e+02	-4.175052e+03	-1.398592e+02	7.930995e+03	1.822479e+03
8.227500e+00	-4.170806e+03	-1.393340e+02	-4.180275e+03	-1.396533e+02	7.940951e+03	1.823495e+03
8.235000e+00	-4.176018e+03	-1.391281e+02	-4.185499e+03	-1.394470e+02	7.950908e+03	1.824509e+03
8.242500e+00	-4.181231e+03	-1.389217e+02	-4.190723e+03	-1.392401e+02	7.960868e+03	1.825523e+03
8.250000e+00	-4.186444e+03	-1.387149e+02	-4.195948e+03	-1.390328e+02	7.970828e+03	1.826535e+03
8.257500e+00	-4.191658e+03	-1.385075e+02	-4.201174e+03	-1.388250e+02	7.980790e+03	1.827547e+03
8.265000e+00	-4.196873e+03	-1.382998e+02	-4.206400e+03	-1.386168e+02	7.990753e+03	1.828558e+03
8.272500e+00	-4.202088e+03	-1.380915e+02	-4.211627e+03	-1.384080e+02	8.000718e+03	1.829568e+03
8.280000e+00	-4.207304e+03	-1.378827e+02	-4.216855e+03	-1.381988e+02	8.010685e+03	1.830577e+03
8.287500e+00	-4.212520e+03	-1.376735e+02	-4.222083e+03	-1.379891e+02	8.020652e+03	1.831585e+03
8.295000e+00	-4.217737e+03	-1.374639e+02	-4.227312e+03	-1.377790e+02	8.030621e+03	1.832592e+03
8.302500e+00	-4.222955e+03	-1.372537e+02	-4.232541e+03	-1.375683e+02	8.040592e+03	1.833599e+03
8.310000e+00	-4.228173e+03	-1.370431e+02	-4.237772e+03	-1.373573e+02	8.050563e+03	1.834604e+03
8.317500e+00	-4.233392e+03	-1.368320e+02	-4.243002e+03	-1.371457e+02	8.060536e+03	1.835608e+03
8.325000e+00	-4.238611e+03	-1.366205e+02	-4.248233e+03	-1.369337e+02	8.070511e+03	1.836612e+03
8.332500e+00	-4.243831e+03	-1.364085e+02	-4.253465e+03	-1.367212e+02	8.080487e+03	1.837615e+03
8.340000e+00	-4.249051e+03	-1.361961e+02	-4.258698e+03	-1.365083e+02	8.090464e+03	1.838617e+03
8.347500e+00	-4.254273e+03	-1.359832e+02	-4.263931e+03	-1.362949e+02	8.100442e+03	1.839618e+03
8.355000e+00	-4.259494e+03	-1.357698e+02	-4.269164e+03	-1.360811e+02	8.110422e+03	1.840618e+03
8.362500e+00	-4.264717e+03	-1.355560e+02	-4.274398e+03	-1.358668e+02	8.120403e+03	1.841617e+03
8.370000e+00	-4.269939e+03	-1.353418e+02	-4.279633e+03	-1.356521e+02	8.130386e+03	1.842615e+03
8.377500e+00	-4.275163e+03	-1.351271e+02	-4.284868e+03	-1.354369e+02	8.140370e+03	1.843613e+03
8.385000e+00	-4.280387e+03	-1.349119e+02	-4.290104e+03	-1.352212e+02	8.150355e+03	1.844610e+03
8.392500e+00	-4.285611e+03	-1.346963e+02	-4.295340e+03	-1.350051e+02	8.160341e+03	1.845605e+03
8.400000e+00	-4.290836e+03	-1.344803e+02	-4.300577e+03	-1.347886e+02	8.170328e+03	1.846600e+03
8.407500e+00	-4.296062e+03	-1.342638e+02	-4.305815e+03	-1.345717e+02	8.180317e+03	1.847595e+03
8.415000e+00	-4.301288e+03	-1.340469e+02	-4.311053e+03	-1.343542e+02	8.190307e+03	1.848588e+03
8.422500e+00	-4.306515e+03	-1.338295e+02	-4.316291e+03	-1.341364e+02	8.200298e+03	1.849580e+03
8.430000e+00	-4.311742e+03	-1.336117e+02	-4.321530e+03	-1.339181e+02	8.210291e+03	1.850572e+03
8.437500e+00	-4.316970e+03	-1.333935e+02	-4.326770e+03	-1.336994e+02	8.220285e+03	1.851562e+03
8.445000e+00	-4.322198e+03	-1.331749e+02	-4.332010e+03	-1.334802e+02	8.230279e+03	1.852552e+03
8.452500e+00	-4.327427e+03	-1.329558e+02	-4.337251e+03	-1.332607e+02	8.240276e+03	1.853541e+03
8.460000e+00	-4.332656e+03	-1.327363e+02	-4.342492e+03	-1.330406e+02	8.250273e+03	1.854530e+03
8.467500e+00	-4.337886e+03	-1.325163e+02	-4.347734e+03	-1.328202e+02	8.260271e+03	1.855517e+03
8.475000e+00	-4.343116e+03	-1.322960e+02	-4.352976e+03	-1.325993e+02	8.270271e+03	1.856504e+03
8.482500e+00	-4.348347e+03	-1.320752e+02	-4.358218e+03	-1.323780e+02	8.280272e+03	1.857490e+03
8.490000e+00	-4.353578e+03	-1.318539e+02	-4.363462e+03	-1.321563e+02	8.290274e+03	1.858475e+03
8.497500e+00	-4.358810e+03	-1.316323e+02	-4.368705e+03	-1.319342e+02	8.300277e+03	1.859459e+03
8.505000e+00	-4.364042e+03	-1.314103e+02	-4.373949e+03	-1.317116e+02	8.310281e+03	1.860442e+03
8.512500e+00	-4.369275e+03	-1.311878e+02	-4.379194e+03	-1.314887e+02	8.320287e+03	1.861425e+03
8.520000e+00	-4.374508e+03	-1.309649e+02	-4.384439e+03	-1.312653e+02	8.330293e+03	1.862406e+03
8.527500e+00	-4.379742e+03	-1.307416e+02	-4.389685e+03	-1.310414e+02	8.340301e+03	1.863387e+03
8.535000e+00	-4.384976e+03	-1.305179e+02	-4.394931e+03	-1.308172e+02	8.350310e+03	1.864368e+03
8.542500e+00	-4.390211e+03	-1.302938e+02	-4.400177e+03	-1.305926e+02	8.360320e+03	1.865347e+03
8.550000e+00	-4.395446e+03	-1.300692e+02	-4.405424e+03	-1.303675e+02	8.370331e+03	1.866326e+03
8.557500e+00	-4.400681e+03	-1.298443e+02	-4.410672e+03	-1.301421e+02	8.380343e+03	1.867303e+03
8.565000e+00	-4.405917e+03	-1.296189e+02	-4.415920e+03	-1.299162e+02	8.390356e+03	1.868281e+03
8.572500e+00	-4.411154e+03	-1.293932e+02	-4.421168e+03	-1.296900e+02	8.400370e+03	1.869257e+03
8.580000e+00	-4.416391e+03	-1.291670e+02	-4.426417e+03	-1.294633e+02	8.410385e+03	1.870232e+03
8.587500e+00	-4.421628e+03	-1.289405e+02	-4.431666e+03	-1.292362e+02	8.420402e+03	1.871207e+03
8.595000e+00	-4.426866e+03	-1.287135e+02	-4.436916e+03	-1.290087e+02	8.430419e+03	1.872181e+03
8.602500e+00	-4.432104e+03	-1.284861e+02	-4.442166e+03	-1.287809e+02	8.440438e+03	1.873154e+03
8.610000e+00	-4.437343e+03	-1.282584e+02	-4.447417e+03	-1.285526e+02	8.450457e+03	1.874127e+03
8.617500e+00	-4.442582e+03	-1.280302e+02	-4.452668e+03	-1.283239e+02	8.460478e+03	1.875098e+03
8.625000e+00	-4.447822e+03	-1.278017e+02	-4.457919e+03	-1.280949e+02	8.470499e+03	1.876069e+03
8.632500e+00	-4.453062e+03	-1.275728e+02	-4.463171e+03	-1.278654e+02	8.480522e+03	1.877039e+03
8.640000e+00	-4.458302e+03	-1.273434e+02	-4.468424e+03	-1.276356e+02	8.490545e+03	1.878009e+03
8.647500e+00	-4.463543e+03	-1.271137e+02	-4.473676e+03	-1.274054e+02	8.500570e+03	1.878978e+03
8.655000e+00	-4.468785e+03	-1.268836e+02	-4.478930e+03	-1.271747e+02	8.510595e+03	1.879945e+03
8.662500e+00	-4.474026e+03	-1.266531e+02	-4.484183e+03	-1.269437e+02	8.520622e+03	1.880913e+03
8.670000e+00	-4.479268e+03	-1.264223e+02	-4.489437e+03	-1.267123e+02	8.530649e+03	1.881879e+03
8.677500e+00	-4.484511e+03	-1.261910e+02	-4.494692e+03	-1.264806e+02	8.540678e+03	1.882845e+03
8.685000e+00	-4.489754e+03	-1.259594e+02	-4.499946e+03	-1.262484e+02	8.550707e+03	1.883810e+03
8.692500e+00	-4.494997e+03	-1.257274e+02	-4.505202e+03	-1.260159e+02	8.560738e+03	1.884774e+03
8.700000e+00	-4.500241e+03	-1.254950e+02	-4.510457e+03	-1.257829e+02	8.570769e+03	1.885738e+03
8.707500e+00	-4.505485e+03	-1.252622e+02	-4.515713e+03	-1.255496e+02	8.580801e+03	1.886701e+03
8.715000e+00	-4.510729e+03	-1.250291e+02	-4.520970e+03	-1.253160e+02	8.590834e+03	1.887663e+03
8.722500e+00	-4.515974e+03	-1.247956e+02	-4.526227e+03	-1.250819e+02	8.600869e+03	1.888624e+03
8.730000e+00	-4.521220e+03	-1.245617e+02	-4.531484e+03	-1.248475e+02	8.610904e+03	1.889585e+03
8.737500e+00	-4.526465e+03	-1.243274e+02	-4.536741e+03	-1.246127e+02	8.620940e+03	1.890545e+03
8.745000e+00	-4.531711e+03	-1.240928e+02	-4.541999e+03	-1.243776e+02	8.630976e+03	1.891504e+03
8.752500e+00	-4.536958e+03	-1.238578e+02	-4.547258e+03	-1.241420e+02	8.641014e+03	1.892463e+03
8.760000e+00	-4.542204e+03	-1.236224e+02	-4.552516e+03	-1.239061e+02	8.651053e+03	1.893420e+03
8.767500e+00	-4.547452e+03	-1.233867e+02	-4.557775e+03	-1.236699e+02	8.661092e+03	1.894378e+03
8.775000e+00	-4.552699e+03	-1.231506e+02	-4.563035e+03	-1.234332e+02	8.671133e+03	1.895334e+03
8.782500e+00	-4.557947e+03	-1.229142e+02	-4.568294e+03	-1.231963e+02	8.681174e+03	1.896290e+03
8.790000e+00	-4.563195e+03	-1.226774e+02	-4.573555e+03	-1.229589e+02	8.691216e+03	1.897245e+03
8.797500e+00	-4.568444e+03	-1.224402e+02	-4.578815e+03	-1.227212e+02	8.701259e+03	1.898199e+03
8.805000e+00	-4.573693e+03	-1.222027e+02	-4.584076e+03	-1.224831e+02	8.711303e+03	1.899153e+03
8.812500e+00	-4.578942e+03	-1.219648e+02	-4.589337e+03	-1.222447e+02	8.721348e+03	1.900106e+03
8.820000e+00	-4.584192e+03	-1.217265e+02	-4.594599e+03	-1.220059e+02	8.731393e+03	1.901058e+03
8.827500e+00	-4.589441e+03	-1.214879e+02	-4.599860e+03	-1.217668e+02	8.741440e+03	1.902010e+03
8.835000e+00	-4.594692e+03	-1.212490e+02	-4.605123e+03	-1.215273e+02	8.751487e+03	1.902961e+03
8.842500e+00	-4.599942e+03	-1.210097e+02	-4.610385e+03	-1.212875e+02	8.761535e+03	1.903911e+03
8.850000e+00	-4.605193e+03	-1.207701e+02	-4.615648e+03	-1.210473e+02	8.771584e+03	1.904861e+03
8.857500e+00	-4.610445e+03	-1.205301e+02	-4.620911e+03	-1.208068e+02	8.781634e+03	1.905810e+03
8.865000e+00	-4.615696e+03	-1.202897e+02	-4.626175e+03	-1.205659e+02	8.791684e+03	1.906758e+03
8.872500e+00	-4.620948e+03	-1.200491e+02	-4.631439e+03	-1.203246e+02	8.801735e+03	1.907706e+03
8.880000e+00	-4.626200e+03	-1.198080e+02	-4.636703e+03	-1.200831e+02	8.811787e+03	1.908653e+03
8.887500e+00	-4.631453e+03	-1.195667e+02	-4.641967e+03	-1.198412e+02	8.821840e+03	1.909600e+03
8.895000e+00	-4.636706e+03	-1.193250e+02	-4.647232e+03	-1.195989e+02	8.831894e+03	1.910545e+03
8.902500e+00	-4.641959e+03	-1.190829e+02	-4.652497e+03	-1.193563e+02	8.841948e+03	1.911490e+03
8.910000e+00	-4.647213e+03	-1.188405e+02	-4.657763e+03	-1.191134e+02	8.852003e+03	1.912435e+03
8.917500e+00	-4.652467e+03	-1.185978e+02	-4.663029e+03	-1.188701e+02	8.862059e+03	1.913379e+03
8.925000e+00	-4.657721e+03	-1.183548e+02	-4.668295e+03	-1.186265e+02	8.872116e+03	1.914322e+03
8.932500e+00	-4.662975e+03	-1.181114e+02	-4.673561e+03	-1.183825e+02	8.882173e+03	1.915264e+03
8.940000e+00	-4.668230e+03	-1.178676e+02	-4.678828e+03	-1.181383e+02	8.892232e+03	1.916206e+03
8.947500e+00	-4.673485e+03	-1.176236e+02	-4.684095e+03	-1.178937e+02	8.902291e+03	1.917147e+03
8.955000e+00	-4.678740e+03	-1.173792e+02	-4.689362e+03	-1.176487e+02	8.912350e+03	1.918088e+03
8.962500e+00	-4.683996e+03	-1.171345e+02	-4.694629e+03	-1.174035e+02	8.922411e+03	1.919028e+03
8.970000e+00	-4.689252e+03	-1.168895e+02	-4.699897e+03	-1.171579e+02	8.932472e+03	1.919967e+03
8.977500e+00	-4.694508e+03	-1.166441e+02	-4.705165e+03	-1.169119e+02	8.942533e+03	1.920906e+03
8.985000e+00	-4.699764e+03	-1.163984e+02	-4.710434e+03	-1.166657e+02	8.952596e+03	1.921844e+03
8.992500e+00	-4.705021e+03	-1.161524e+02	-4.715703e+03	-1.164191e+02	8.962659e+03	1.922782e+03
9.000000e+00	-4.710278e+03	-1.159060e+02	-4.720972e+03	-1.161722e+02	8.972723e+03	1.923719e+03
9.007500e+00	-4.715536e+03	-1.156594e+02	-4.726241e+03	-1.159250e+02	8.982788e+03	1.924655e+03
9.015000e+00	-4.720793e+03	-1.154124e+02	-4.731510e+03	-1.156775e+02	8.992853e+03	1.925591e+03
9.022500e+00	-4.726051e+03	-1.151651e+02	-4.736780e+03	-1.154296e+02	9.002919e+03	1.926526e+03
9.030000e+00	-4.731309e+03	-1.149175e+02	-4.742050e+03	-1.151814e+02	9.012986e+03	1.927460e+03
9.037500e+00	-4.736568e+03	-1.146696e+02	-4.747321e+03	-1.149330e+02	9.023053e+03	1.928394e+03
9.045000e+00	-4.741826e+03	-1.144213e+02	-4.752591e+03	-1.146842e+02	9.033121e+03	1.929327e+03
9.052500e+00	-4.747085e+03	-1.141728e+02	-4.757862e+03	-1.144350e+02	9.043189e+03	1.930260e+03
9.060000e+00	-4.752344e+03	-1.139239e+02	-4.763133e+03	-1.141856e+02	9.053259e+03	1.931192e+03
9.067500e+00	-4.757604e+03	-1.136748e+02	-4.768404e+03	-1.139359e+02	9.063329e+03	1.932124e+03
9.075000e+00	-4.762863e+03	-1.134253e+02	-4.773676e+03	-1.136858e+02	9.073399e+03	1.933055e+03
9.082500e+00	-4.768123e+03	-1.131755e+02	-4.778948e+03	-1.134355e+02	9.083471e+03	1.933985e+03
9.090000e+00	-4.773384e+03	-1.129254e+02	-4.784220e+03	-1.131848e+02	9.093542e+03	1.934915e+03
9.097500e+00	-4.778644e+03	-1.126750e+02	-4.789492e+03	-1.129338e+02	9.103615e+03	1.935844e+03
9.105000e+00	-4.783905e+03	-1.124243e+02	-4.794765e+03	-1.126825e+02	9.113688e+03	1.936772e+03
9.112500e+00	-4.789166e+03	-1.121733e+02	-4.800038e+03	-1.124310e+02	9.123762e+03	1.937700e+03
