"LEM_ADAMSS"

"Time      "	".rama_wahacz_L.Element_Force.X"	".rama_wahacz_L.Element_Force.Y"	".link_wahacz.Element_Force.X"	".link_wahacz.Element_Force.Y"	".kolo_tyl_wahacz.Element_Force.X"	".kolo_tyl_wahacz.Element_Force.Y"
5.295000e+00	-6.585971e+02	-4.943977e+01	1.302319e+03	4.383694e+02	-1.290243e+01	3.786401e+02
5.310000e+00	-6.917167e+02	-3.901263e+01	1.275648e+03	4.291817e+02	-1.039352e+02	3.779859e+02
5.325000e+00	-6.704907e+02	-4.374346e+01	1.260781e+03	4.244803e+02	-7.843102e+01	3.762240e+02
5.340000e+00	-6.490070e+02	-5.277376e+01	1.310646e+03	4.412228e+02	1.389273e+01	3.794099e+02
5.355000e+00	-6.600617e+02	-4.835981e+01	1.292598e+03	4.351146e+02	-2.565993e+01	3.778694e+02
5.370000e+00	-6.571739e+02	-4.835025e+01	1.285934e+03	4.329114e+02	-2.674033e+01	3.766339e+02
5.378182e+00	-6.563023e+02	-5.106352e+01	1.301193e+03	4.380840e+02	-1.029433e+01	3.804722e+02
5.383864e+00	-6.517769e+02	-5.141947e+01	1.303877e+03	4.389456e+02	1.744547e+00	3.786592e+02
5.385000e+00	-6.524159e+02	-5.135884e+01	1.304013e+03	4.389927e+02	5.960564e-01	3.788767e+02
5.400000e+00	-6.205665e+02	-5.660505e+01	1.315926e+03	4.429087e+02	7.633191e+01	3.713650e+02
5.415000e+00	-7.126298e+02	-3.784267e+01	1.301463e+03	4.377775e+02	-1.191800e+02	3.855385e+02
5.422108e+00	-6.724302e+02	-4.524528e+01	1.297069e+03	4.364634e+02	-4.467471e+01	3.782810e+02
5.430000e+00	-6.507898e+02	-5.155560e+01	1.304335e+03	4.390906e+02	4.199896e+00	3.783781e+02
5.437894e+00	-7.242365e+02	-4.394747e+01	1.303364e+03	4.390560e+02	-1.449084e+02	4.027657e+02
5.445000e+00	-6.723692e+02	-4.635136e+01	1.284525e+03	4.324672e+02	-5.863032e+01	3.809635e+02
5.460000e+00	-6.326057e+02	-5.768508e+01	1.331111e+03	4.481093e+02	6.683843e+01	3.789565e+02
5.474014e+00	-6.741545e+02	-4.526241e+01	1.301868e+03	4.380507e+02	-4.323337e+01	3.791094e+02
5.475000e+00	-6.550182e+02	-5.080660e+01	1.296483e+03	4.365020e+02	-1.253831e+01	3.796191e+02
5.481157e+00	-6.514149e+02	-5.396318e+01	1.307292e+03	4.402453e+02	4.630929e+00	3.829769e+02
5.488941e+00	-6.546002e+02	-5.058621e+01	1.306170e+03	4.396741e+02	-1.176116e+00	3.784840e+02
5.490000e+00	-6.495117e+02	-5.199369e+01	1.307151e+03	4.400442e+02	9.591639e+00	3.783909e+02
5.505000e+00	-6.600187e+02	-4.776615e+01	1.286559e+03	4.330906e+02	-3.164556e+01	3.770247e+02
5.520000e+00	-6.417596e+02	-5.608480e+01	1.322615e+03	4.453190e+02	3.972926e+01	3.811706e+02
5.529083e+00	-6.518046e+02	-5.141693e+01	1.303872e+03	4.389455e+02	1.682837e+00	3.786692e+02
5.535000e+00	-6.529221e+02	-5.124881e+01	1.303443e+03	4.388067e+02	-9.965766e-01	3.789639e+02
5.550000e+00	-6.802180e+02	-4.683926e+01	1.317336e+03	4.433119e+02	-4.022863e+01	3.843656e+02
5.565000e+00	-6.403311e+02	-5.493129e+01	1.304988e+03	4.394583e+02	2.460987e+01	3.791130e+02
5.580000e+00	-6.464683e+02	-5.587299e+01	1.319684e+03	4.443936e+02	2.695283e+01	3.833692e+02
5.586286e+00	-6.398616e+02	-5.563645e+01	1.307761e+03	4.403988e+02	2.811023e+01	3.800505e+02
5.595000e+00	-6.613192e+02	-4.887957e+01	1.302130e+03	4.382991e+02	-1.842064e+01	3.790318e+02
5.608720e+00	-6.664710e+02	-4.755521e+01	1.303687e+03	4.387492e+02	-2.667612e+01	3.792064e+02
5.610000e+00	-6.479435e+02	-5.200716e+01	1.302655e+03	4.385451e+02	8.037296e+00	3.778272e+02
5.625000e+00	-6.443425e+02	-5.501753e+01	1.316986e+03	4.434327e+02	2.900791e+01	3.808052e+02
5.637322e+00	-6.902486e+02	-4.259597e+01	1.299911e+03	4.374131e+02	-7.712871e+01	3.826352e+02
5.640000e+00	-6.631986e+02	-4.985107e+01	1.306236e+03	4.397323e+02	-1.853356e+01	3.816162e+02
5.655000e+00	-6.494289e+02	-5.204336e+01	1.299735e+03	4.376056e+02	1.833689e+00	3.787804e+02
5.670000e+00	-6.733099e+02	-4.256460e+01	1.290083e+03	4.339744e+02	-5.242667e+01	3.742443e+02
5.685000e+00	-6.479605e+02	-5.267157e+01	1.308576e+03	4.405366e+02	1.393238e+01	3.787575e+02
5.700000e+00	-6.559516e+02	-5.002528e+01	1.299524e+03	4.374642e+02	-1.073595e+01	3.784724e+02
5.714074e+00	-6.732823e+02	-4.631795e+01	1.306285e+03	4.395883e+02	-3.733530e+01	3.803832e+02
5.715000e+00	-6.542630e+02	-5.119708e+01	1.305236e+03	4.394045e+02	-1.863171e+00	3.795205e+02
5.728827e+00	-6.588146e+02	-4.929206e+01	1.307176e+03	4.399567e+02	-8.101446e+00	3.782734e+02
5.730000e+00	-6.502029e+02	-5.255666e+01	1.311417e+03	4.414945e+02	1.235552e+01	3.796054e+02
5.745000e+00	-6.453600e+02	-5.417989e+01	1.315742e+03	4.429580e+02	2.606416e+01	3.798543e+02
5.760000e+00	-6.657655e+02	-4.788454e+01	1.293914e+03	4.355786e+02	-3.582444e+01	3.799083e+02
5.775000e+00	-6.446854e+02	-5.318929e+01	1.308175e+03	4.403910e+02	1.999661e+01	3.780251e+02
5.790000e+00	-6.588816e+02	-5.013570e+01	1.302604e+03	4.385134e+02	-1.360932e+01	3.800644e+02
5.805000e+00	-6.690411e+02	-4.696345e+01	1.299924e+03	4.375086e+02	-3.566919e+01	3.796280e+02
5.820000e+00	-6.571594e+02	-4.932667e+01	1.293170e+03	4.353401e+02	-1.959435e+01	3.781028e+02
5.835000e+00	-6.447247e+02	-5.301367e+01	1.306333e+03	4.397775e+02	1.805973e+01	3.778038e+02
5.850000e+00	-6.543032e+02	-5.065915e+01	1.304987e+03	4.392830e+02	-1.864332e+00	3.785184e+02
5.865000e+00	-6.546228e+02	-5.195775e+01	1.302816e+03	4.386632e+02	-5.663257e+00	3.812505e+02
5.880000e+00	-6.374100e+02	-5.372609e+01	1.307057e+03	4.399905e+02	3.360803e+01	3.752583e+02
5.895000e+00	-6.493521e+02	-5.117150e+01	1.296712e+03	4.365378e+02	-6.969081e-01	3.772575e+02
5.910000e+00	-6.569193e+02	-4.995122e+01	1.299426e+03	4.374413e+02	-1.280619e+01	3.788467e+02
5.915369e+00	-6.483579e+02	-5.352881e+01	1.303097e+03	4.388013e+02	6.753953e+00	3.808069e+02
5.925000e+00	-6.457363e+02	-5.288220e+01	1.306417e+03	4.398288e+02	1.613099e+01	3.780808e+02
5.940000e+00	-6.370294e+02	-5.656756e+01	1.309685e+03	4.410705e+02	3.548220e+01	3.802096e+02
5.955000e+00	-6.558627e+02	-4.993460e+01	1.298372e+03	4.370877e+02	-1.172052e+01	3.783099e+02
5.960252e+00	-6.494004e+02	-5.330148e+01	1.302580e+03	4.386325e+02	4.173542e+00	3.809562e+02
5.970000e+00	-6.456816e+02	-5.290867e+01	1.306551e+03	4.398774e+02	1.637192e+01	3.780950e+02
5.985000e+00	-6.368195e+02	-5.670455e+01	1.310143e+03	4.412300e+02	3.632405e+01	3.803329e+02
6.000000e+00	-6.561284e+02	-4.985248e+01	1.298122e+03	4.370025e+02	-1.249099e+01	3.783092e+02
6.005184e+00	-6.479413e+02	-5.376257e+01	1.305590e+03	4.396394e+02	1.013708e+01	3.809034e+02
6.013847e+00	-6.617730e+02	-4.886768e+01	1.304745e+03	4.391683e+02	-1.657132e+01	3.791290e+02
6.015000e+00	-6.484011e+02	-5.275337e+01	1.310289e+03	4.411268e+02	1.478629e+01	3.790720e+02
6.030000e+00	-6.415661e+02	-5.582807e+01	1.321984e+03	4.450898e+02	3.961425e+01	3.806234e+02
6.045000e+00	-6.473680e+02	-5.240101e+01	1.299219e+03	4.374476e+02	5.351916e+00	3.783910e+02
6.060000e+00	-6.768865e+02	-4.178980e+01	1.286588e+03	4.328131e+02	-6.311772e+01	3.748451e+02
6.075000e+00	-6.422068e+02	-5.391160e+01	1.303648e+03	4.389537e+02	1.987333e+01	3.783059e+02
6.090000e+00	-6.485659e+02	-5.270099e+01	1.308876e+03	4.406538e+02	1.297485e+01	3.791181e+02
6.097127e+00	-6.513441e+02	-5.268672e+01	1.297763e+03	4.370195e+02	-4.633031e+00	3.810653e+02
6.104164e+00	-6.256521e+02	-5.623433e+01	1.297028e+03	4.367788e+02	4.587638e+01	3.741816e+02
6.105000e+00	-6.418917e+02	-5.240171e+01	1.300318e+03	4.377487e+02	1.793968e+01	3.754226e+02
6.120000e+00	-6.683066e+02	-5.018361e+01	1.306005e+03	4.397529e+02	-2.960014e+01	3.849218e+02
6.135000e+00	-6.821582e+02	-4.610938e+01	1.289959e+03	4.343444e+02	-7.304125e+01	3.853862e+02
6.150000e+00	-6.178987e+02	-6.236179e+01	1.326095e+03	4.466792e+02	8.928259e+01	3.800984e+02
6.165000e+00	-6.520391e+02	-5.109971e+01	1.299117e+03	4.373580e+02	-3.691339e+00	3.784437e+02
6.180000e+00	-6.668478e+02	-4.760007e+01	1.301274e+03	4.379778e+02	-3.005429e+01	3.795952e+02
6.195000e+00	-6.680843e+02	-4.620635e+01	1.285051e+03	4.325694e+02	-4.908646e+01	3.784416e+02
6.210000e+00	-6.410397e+02	-5.415298e+01	1.309217e+03	4.407719e+02	2.811472e+01	3.778376e+02
6.223452e+00	-6.410888e+02	-5.503623e+01	1.307083e+03	4.401416e+02	2.519035e+01	3.796246e+02
6.225000e+00	-6.667040e+02	-4.807673e+01	1.297460e+03	4.367469e+02	-3.410774e+01	3.805808e+02
6.240000e+00	-6.587436e+02	-4.869424e+01	1.291836e+03	4.348835e+02	-2.392835e+01	3.778270e+02
6.255000e+00	-6.386969e+02	-5.616978e+01	1.317538e+03	4.436270e+02	4.064359e+01	3.799478e+02
6.270000e+00	-6.866943e+02	-4.339965e+01	1.299300e+03	4.372200e+02	-7.091972e+01	3.823556e+02
6.274830e+00	-6.504837e+02	-5.257061e+01	1.297282e+03	4.368359e+02	-3.290730e+00	3.804258e+02
6.285000e+00	-6.421829e+02	-5.396038e+01	1.309468e+03	4.408664e+02	2.612105e+01	3.780716e+02
6.298549e+00	-6.429201e+02	-5.407407e+01	1.305411e+03	4.395484e+02	2.017060e+01	3.788973e+02
6.300000e+00	-6.649175e+02	-4.914778e+01	1.300669e+03	4.378667e+02	-2.761682e+01	3.814765e+02
6.315000e+00	-6.447135e+02	-5.456456e+01	1.320948e+03	4.446901e+02	3.271821e+01	3.799956e+02
6.328864e+00	-6.556476e+02	-5.018781e+01	1.303678e+03	4.388384e+02	-5.771546e+00	3.784147e+02
6.330000e+00	-6.494440e+02	-5.208717e+01	1.306439e+03	4.398174e+02	8.920066e+00	3.785585e+02
6.345000e+00	-6.602469e+02	-4.743536e+01	1.284718e+03	4.324662e+02	-3.388068e+01	3.766154e+02
6.360000e+00	-6.652365e+02	-4.835921e+01	1.319619e+03	4.440031e+02	-7.572599e+00	3.792347e+02
6.375000e+00	-6.610614e+02	-4.662406e+01	1.289774e+03	4.340700e+02	-2.971027e+01	3.753254e+02
6.381741e+00	-6.611253e+02	-4.876372e+01	1.301275e+03	4.380066e+02	-1.886083e+01	3.787602e+02
6.390000e+00	-6.584274e+02	-4.841135e+01	1.287913e+03	4.335845e+02	-2.727630e+01	3.773154e+02
6.405000e+00	-6.421614e+02	-5.417115e+01	1.315289e+03	4.427810e+02	3.223373e+01	3.781892e+02
6.420000e+00	-6.770109e+02	-4.337437e+01	1.289107e+03	4.337620e+02	-6.164017e+01	3.777183e+02
6.435000e+00	-6.564854e+02	-4.886608e+01	1.289264e+03	4.340345e+02	-2.207257e+01	3.770750e+02
6.450000e+00	-6.409844e+02	-5.653768e+01	1.324590e+03	4.459885e+02	4.317243e+01	3.815111e+02
6.465000e+00	-6.603024e+02	-4.909686e+01	1.302117e+03	4.382962e+02	-1.645144e+01	3.789007e+02
6.480000e+00	-6.600361e+02	-4.977065e+01	1.293776e+03	4.355853e+02	-2.522060e+01	3.804421e+02
6.495000e+00	-6.453696e+02	-5.477901e+01	1.322892e+03	4.453472e+02	3.329628e+01	3.806463e+02
6.510000e+00	-6.615859e+02	-4.778466e+01	1.287058e+03	4.332735e+02	-3.437845e+01	3.778516e+02
6.525000e+00	-6.851997e+02	-4.526989e+01	1.306821e+03	4.397996e+02	-6.108616e+01	3.849346e+02
6.540000e+00	-6.663248e+02	-4.828883e+01	1.296688e+03	4.365269e+02	-3.427796e+01	3.808277e+02
6.551950e+00	-6.384207e+02	-5.586467e+01	1.308014e+03	4.404823e+02	3.122569e+01	3.797252e+02
6.555000e+00	-6.465528e+02	-5.233256e+01	1.303381e+03	4.387870e+02	1.152485e+01	3.776395e+02
6.570000e+00	-6.434372e+02	-5.372038e+01	1.304160e+03	4.391169e+02	1.797450e+01	3.785739e+02
6.585000e+00	-6.491038e+02	-5.258935e+01	1.308286e+03	4.404547e+02	1.129424e+01	3.792219e+02
6.600000e+00	-6.283666e+02	-5.903964e+01	1.317490e+03	4.437331e+02	6.034816e+01	3.798411e+02
6.615000e+00	-6.564005e+02	-5.026467e+01	1.300539e+03	4.378118e+02	-1.073439e+01	3.791058e+02
6.622480e+00	-6.691678e+02	-4.692698e+01	1.300702e+03	4.377671e+02	-3.509970e+01	3.796179e+02
6.630000e+00	-6.554571e+02	-5.121760e+01	1.301240e+03	4.380934e+02	-8.607653e+00	3.803538e+02
6.645000e+00	-6.494719e+02	-5.258807e+01	1.308033e+03	4.403675e+02	1.025760e+01	3.794256e+02
6.660000e+00	-6.345537e+02	-5.700325e+01	1.308799e+03	4.407917e+02	3.943761e+01	3.797362e+02
6.675000e+00	-6.318839e+02	-5.605899e+01	1.295690e+03	4.363999e+02	3.158679e+01	3.772044e+02
6.690000e+00	-6.424828e+02	-5.249689e+01	1.305766e+03	4.395080e+02	2.241920e+01	3.757200e+02
6.705000e+00	-6.673717e+02	-4.692605e+01	1.290199e+03	4.342980e+02	-4.254999e+01	3.791563e+02
6.720000e+00	-6.396947e+02	-5.536101e+01	1.316766e+03	4.433312e+02	3.822409e+01	3.790234e+02
6.724094e+00	-6.609247e+02	-4.946237e+01	1.307783e+03	4.401946e+02	-1.192327e+01	3.796337e+02
6.735000e+00	-6.612151e+02	-4.822631e+01	1.293772e+03	4.354976e+02	-2.672863e+01	3.781742e+02
6.750000e+00	-6.347336e+02	-5.588363e+01	1.312376e+03	4.418816e+02	4.353612e+01	3.776113e+02
6.761904e+00	-6.695561e+02	-4.702922e+01	1.300802e+03	4.378018e+02	-3.584083e+01	3.799725e+02
6.765000e+00	-6.570337e+02	-5.043065e+01	1.302387e+03	4.384419e+02	-1.017672e+01	3.796515e+02
6.780000e+00	-6.585909e+02	-4.945258e+01	1.298344e+03	4.370597e+02	-1.713710e+01	3.788521e+02
6.784939e+00	-6.565577e+02	-5.125707e+01	1.293402e+03	4.355308e+02	-1.926723e+01	3.813654e+02
6.795000e+00	-6.434591e+02	-5.358348e+01	1.308304e+03	4.404703e+02	2.245509e+01	3.780959e+02
6.810000e+00	-6.616108e+02	-4.985057e+01	1.301374e+03	4.381160e+02	-2.041407e+01	3.810122e+02
6.825000e+00	-6.450307e+02	-5.418473e+01	1.316749e+03	4.432981e+02	2.781724e+01	3.796487e+02
6.840000e+00	-6.468294e+02	-5.385890e+01	1.290066e+03	4.345446e+02	-4.056618e+00	3.810792e+02
6.855000e+00	-6.298482e+02	-5.672697e+01	1.283057e+03	4.323066e+02	2.192369e+01	3.780177e+02
6.858987e+00	-6.556514e+02	-5.107871e+01	1.308464e+03	4.404760e+02	-1.229540e+00	3.798631e+02
6.870000e+00	-6.514997e+02	-5.211554e+01	1.308627e+03	4.405583e+02	6.959617e+00	3.795880e+02
6.885000e+00	-6.415721e+02	-5.447766e+01	1.305670e+03	4.396443e+02	2.300971e+01	3.789200e+02
6.900000e+00	-6.472486e+02	-5.299946e+01	1.310220e+03	4.410949e+02	1.696652e+01	3.789157e+02
6.915000e+00	-6.574852e+02	-4.937551e+01	1.297068e+03	4.366284e+02	-1.615060e+01	3.781894e+02
6.919855e+00	-6.477616e+02	-5.377230e+01	1.306496e+03	4.399309e+02	1.146946e+01	3.807844e+02
6.930000e+00	-6.466309e+02	-5.352103e+01	1.311789e+03	4.416490e+02	1.960433e+01	3.794916e+02
6.943557e+00	-6.443606e+02	-5.349116e+01	1.303868e+03	4.390122e+02	1.588796e+01	3.786359e+02
6.945000e+00	-6.615939e+02	-4.964062e+01	1.300533e+03	4.378207e+02	-2.114933e+01	3.806536e+02
6.960000e+00	-6.541660e+02	-5.056060e+01	1.300997e+03	4.379708e+02	-5.772653e+00	3.784551e+02
6.975000e+00	-6.649383e+02	-4.803249e+01	1.301821e+03	4.381712e+02	-2.576156e+01	3.793711e+02
6.990000e+00	-6.761732e+02	-4.509675e+01	1.296929e+03	4.364626e+02	-5.257127e+01	3.800597e+02
7.005000e+00	-6.353329e+02	-5.727512e+01	1.321400e+03	4.449345e+02	5.108090e+01	3.800584e+02
7.020000e+00	-6.687500e+02	-4.459293e+01	1.278730e+03	4.303700e+02	-5.624258e+01	3.761085e+02
7.035000e+00	-6.590423e+02	-4.989062e+01	1.303912e+03	4.389180e+02	-1.240852e+01	3.796423e+02
7.050000e+00	-6.419644e+02	-5.302508e+01	1.303781e+03	4.389246e+02	2.108018e+01	3.764867e+02
7.065000e+00	-6.454528e+02	-5.412699e+01	1.314729e+03	4.426354e+02	2.482617e+01	3.798502e+02
7.080000e+00	-6.508055e+02	-5.284815e+01	1.314139e+03	4.423952e+02	1.383115e+01	3.803268e+02
7.090697e+00	-6.603763e+02	-4.965574e+01	1.309046e+03	4.406154e+02	-9.557165e+00	3.796507e+02
7.095000e+00	-6.545604e+02	-5.033872e+01	1.298401e+03	4.371218e+02	-9.223761e+00	3.783698e+02
7.110000e+00	-6.404351e+02	-5.528002e+01	1.304114e+03	4.391907e+02	2.325610e+01	3.798468e+02
7.125000e+00	-6.431837e+02	-5.493791e+01	1.314360e+03	4.425412e+02	2.866346e+01	3.801772e+02
7.140000e+00	-6.475943e+02	-5.376087e+01	1.292293e+03	4.352776e+02	-3.187316e+00	3.811524e+02
7.155000e+00	-6.410272e+02	-5.465571e+01	1.315459e+03	4.428620e+02	3.448286e+01	3.784815e+02
7.170000e+00	-6.642667e+02	-4.840800e+01	1.295617e+03	4.361623e+02	-3.120784e+01	3.800122e+02
7.185000e+00	-6.399133e+02	-5.526762e+01	1.302982e+03	4.388117e+02	2.313849e+01	3.796087e+02
7.200000e+00	-6.566660e+02	-5.156831e+01	1.310001e+03	4.410116e+02	-1.991063e+00	3.812160e+02
7.209985e+00	-6.457973e+02	-5.416288e+01	1.306073e+03	4.398110e+02	1.487253e+01	3.804898e+02
7.215000e+00	-6.505709e+02	-5.262046e+01	1.312698e+03	4.418910e+02	1.291459e+01	3.798584e+02
7.230000e+00	-6.804157e+02	-4.395381e+01	1.299057e+03	4.371194e+02	-5.844741e+01	3.800859e+02
7.245000e+00	-6.582520e+02	-4.915189e+01	1.294250e+03	4.357067e+02	-2.060592e+01	3.782991e+02
7.260000e+00	-6.444993e+02	-5.311793e+01	1.306604e+03	4.398747e+02	1.875411e+01	3.778685e+02
7.275000e+00	-6.750618e+02	-4.575688e+01	1.312447e+03	4.415582e+02	-3.413433e+01	3.799904e+02
7.288690e+00	-6.713848e+02	-4.623004e+01	1.303416e+03	4.386207e+02	-3.638077e+01	3.793396e+02
7.290000e+00	-6.463575e+02	-5.247064e+01	1.303266e+03	4.387695e+02	1.170217e+01	3.778344e+02
7.297462e+00	-6.517645e+02	-5.141751e+01	1.303796e+03	4.389259e+02	1.685861e+00	3.786533e+02
7.305000e+00	-6.526962e+02	-5.131039e+01	1.303793e+03	4.389273e+02	-1.906053e-01	3.789440e+02
7.320000e+00	-6.499237e+02	-5.297416e+01	1.311655e+03	4.416048e+02	1.294360e+01	3.802119e+02
7.335000e+00	-6.683135e+02	-4.751041e+01	1.314370e+03	4.422504e+02	-1.908269e+01	3.795675e+02
7.341004e+00	-6.187073e+02	-5.924137e+01	1.301237e+03	4.382919e+02	6.299221e+01	3.759071e+02
7.350000e+00	-6.633799e+02	-4.978547e+01	1.299300e+03	4.374821e+02	-2.626017e+01	3.819098e+02
7.365000e+00	-6.621773e+02	-4.937857e+01	1.308785e+03	4.405115e+02	-1.341384e+01	3.800935e+02
7.380000e+00	-6.557325e+02	-5.024384e+01	1.300995e+03	4.379572e+02	-8.845106e+00	3.786943e+02
7.395000e+00	-6.614835e+02	-4.863847e+01	1.305300e+03	4.393046e+02	-1.523588e+01	3.785155e+02
7.410000e+00	-6.995388e+02	-3.940872e+01	1.291183e+03	4.343960e+02	-1.038621e+02	3.820638e+02
7.425000e+00	-6.465417e+02	-5.304313e+01	1.309031e+03	4.407031e+02	1.714545e+01	3.786786e+02
7.431813e+00	-6.487476e+02	-5.348516e+01	1.303611e+03	4.389737e+02	6.518353e+00	3.809058e+02
7.440000e+00	-6.561683e+02	-5.000870e+01	1.303451e+03	4.387602e+02	-6.986077e+00	3.783638e+02
7.455000e+00	-6.580848e+02	-4.882455e+01	1.293730e+03	4.354964e+02	-2.062095e+01	3.776368e+02
7.461214e+00	-6.634000e+02	-4.813628e+01	1.301186e+03	4.379552e+02	-2.331421e+01	3.788047e+02
7.470000e+00	-6.486325e+02	-5.324788e+01	1.305295e+03	4.395039e+02	8.688893e+00	3.803343e+02
7.485000e+00	-6.603512e+02	-4.939904e+01	1.303427e+03	4.387459e+02	-1.533324e+01	3.794159e+02
7.500000e+00	-6.516052e+02	-5.096482e+01	1.301685e+03	4.381876e+02	4.440029e-02	3.778219e+02
7.515000e+00	-6.503636e+02	-5.089316e+01	1.305226e+03	4.393325e+02	6.420412e+00	3.769086e+02
7.528887e+00	-6.495706e+02	-5.281360e+01	1.305450e+03	4.395429e+02	7.177052e+00	3.799965e+02
7.530000e+00	-6.533639e+02	-5.090716e+01	1.302668e+03	4.385275e+02	-2.533973e+00	3.785963e+02
7.545000e+00	-6.325294e+02	-5.694683e+01	1.322199e+03	4.451306e+02	5.795098e+01	3.779567e+02
7.551128e+00	-6.409570e+02	-5.475251e+01	1.306976e+03	4.400886e+02	2.550623e+01	3.790591e+02
7.560000e+00	-6.244841e+02	-5.801381e+01	1.324386e+03	4.458298e+02	7.636304e+01	3.756169e+02
7.575000e+00	-6.462940e+02	-5.263908e+01	1.303245e+03	4.387731e+02	1.174017e+01	3.780673e+02
7.590000e+00	-6.485962e+02	-5.330254e+01	1.312428e+03	4.418573e+02	1.633160e+01	3.800857e+02
7.605000e+00	-6.617230e+02	-4.832808e+01	1.299104e+03	4.372666e+02	-2.216075e+01	3.783750e+02
7.620000e+00	-6.448161e+02	-5.324647e+01	1.303138e+03	4.387599e+02	1.431320e+01	3.784515e+02
7.635000e+00	-6.497696e+02	-5.242258e+01	1.307509e+03	4.401948e+02	9.182148e+00	3.792990e+02
7.650000e+00	-6.459637e+02	-5.362320e+01	1.301178e+03	4.381664e+02	9.613723e+00	3.798415e+02
7.665000e+00	-6.441738e+02	-5.451467e+01	1.317560e+03	4.435722e+02	3.026446e+01	3.797719e+02
7.680000e+00	-6.631812e+02	-5.099585e+01	1.304747e+03	4.393234e+02	-2.076862e+01	3.837871e+02
7.690438e+00	-6.687177e+02	-4.768930e+01	1.302864e+03	4.385360e+02	-3.227832e+01	3.806311e+02
7.695000e+00	-6.508550e+02	-5.232151e+01	1.309685e+03	4.409096e+02	9.301000e+00	3.795831e+02
7.702544e+00	-6.464908e+02	-5.391839e+01	1.301835e+03	4.383835e+02	9.050981e+00	3.806144e+02
7.710000e+00	-6.364287e+02	-5.664687e+01	1.326313e+03	4.464993e+02	5.440913e+01	3.792528e+02
7.725000e+00	-6.460322e+02	-5.283601e+01	1.303459e+03	4.388567e+02	1.239452e+01	3.782838e+02
7.740000e+00	-6.686133e+02	-4.838251e+01	1.302076e+03	4.383221e+02	-3.336230e+01	3.819647e+02
7.755000e+00	-6.494363e+02	-5.218422e+01	1.306693e+03	4.398932e+02	9.149283e+00	3.787171e+02
7.770000e+00	-6.469539e+02	-5.331942e+01	1.312079e+03	4.417191e+02	1.936611e+01	3.792673e+02
7.783446e+00	-6.403745e+02	-5.527982e+01	1.307351e+03	4.402427e+02	2.681553e+01	3.796872e+02
7.785000e+00	-6.675227e+02	-4.786824e+01	1.297047e+03	4.366080e+02	-3.612290e+01	3.806426e+02
7.800000e+00	-6.592334e+02	-4.840585e+01	1.290179e+03	4.343278e+02	-2.653761e+01	3.776266e+02
7.815000e+00	-6.333375e+02	-5.817540e+01	1.311363e+03	4.417102e+02	4.400319e+01	3.811358e+02
7.830000e+00	-6.541560e+02	-5.067977e+01	1.301862e+03	4.382570e+02	-4.903361e+00	3.786314e+02
7.845000e+00	-6.561392e+02	-4.760086e+01	1.285275e+03	4.326070e+02	-2.484840e+01	3.747463e+02
7.860000e+00	-6.311980e+02	-5.721994e+01	1.314723e+03	4.427108e+02	5.260809e+01	3.780854e+02
7.875000e+00	-6.598765e+02	-4.862932e+01	1.303027e+03	4.385491e+02	-1.430869e+01	3.777605e+02
7.890000e+00	-6.516615e+02	-5.242354e+01	1.307839e+03	4.403307e+02	5.606498e+00	3.802677e+02
7.905000e+00	-6.438254e+02	-5.514114e+01	1.318832e+03	4.440386e+02	3.197514e+01	3.806787e+02
7.920000e+00	-6.594082e+02	-5.223662e+01	1.298102e+03	4.371869e+02	-2.075474e+01	3.844236e+02
7.935000e+00	-6.569607e+02	-5.086268e+01	1.301286e+03	4.381188e+02	-1.144860e+01	3.804499e+02
7.950000e+00	-6.572635e+02	-5.251873e+01	1.315429e+03	4.428746e+02	1.982610e+00	3.830345e+02
7.965000e+00	-6.585205e+02	-4.855936e+01	1.293820e+03	4.355060e+02	-2.127576e+01	3.773757e+02
7.980000e+00	-6.360216e+02	-5.551796e+01	1.311711e+03	4.416490e+02	4.037009e+01	3.776405e+02
7.995000e+00	-6.441202e+02	-5.524377e+01	1.324219e+03	4.457894e+02	3.702621e+01	3.807902e+02
8.010000e+00	-6.619178e+02	-4.755936e+01	1.285316e+03	4.326873e+02	-3.678823e+01	3.776877e+02
8.025000e+00	-6.277382e+02	-5.999838e+01	1.317349e+03	4.437430e+02	6.092846e+01	3.812904e+02
8.040000e+00	-6.678668e+02	-4.750053e+01	1.300892e+03	4.378495e+02	-3.251313e+01	3.799516e+02
8.055000e+00	-6.554909e+02	-5.004494e+01	1.297927e+03	4.369272e+02	-1.149137e+01	3.783396e+02
8.062023e+00	-6.668893e+02	-4.764616e+01	1.303406e+03	4.386828e+02	-2.790959e+01	3.796227e+02
8.070000e+00	-6.532773e+02	-5.180508e+01	1.302551e+03	4.385448e+02	-3.028224e+00	3.802329e+02
8.085000e+00	-6.484397e+02	-5.281067e+01	1.309020e+03	4.406978e+02	1.332226e+01	3.792490e+02
8.100000e+00	-6.131698e+02	-6.443157e+01	1.339521e+03	4.511852e+02	1.121817e+02	3.808139e+02
8.115000e+00	-6.588980e+02	-4.933739e+01	1.297933e+03	4.369146e+02	-1.814346e+01	3.788180e+02
8.128331e+00	-6.607241e+02	-4.954373e+01	1.307643e+03	4.401450e+02	-1.170841e+01	3.796899e+02
8.130000e+00	-6.549610e+02	-5.129471e+01	1.308036e+03	4.403384e+02	-3.738027e-01	3.799103e+02
